public	user_course_progress	unique_user_course_progress	CREATE UNIQUE INDEX unique_user_course_progress ON public.user_course_progress USING btree (user_id, course_id)
public	user_course_progress	user_course_progress_pkey	CREATE UNIQUE INDEX user_course_progress_pkey ON public.user_course_progress USING btree (id)
public	user_course_progress	user_course_progress_user_id_course_id_key	CREATE UNIQUE INDEX user_course_progress_user_id_course_id_key ON public.user_course_progress USING btree (user_id, course_id)
public	user_lesson_completions	idx_user_lesson_completions_user	CREATE INDEX idx_user_lesson_completions_user ON public.user_lesson_completions USING btree (user_id)
public	user_lesson_completions	unique_user_lesson_completion	CREATE UNIQUE INDEX unique_user_lesson_completion ON public.user_lesson_completions USING btree (user_id, lesson_id)
public	user_lesson_completions	user_lesson_completions_pkey	CREATE UNIQUE INDEX user_lesson_completions_pkey ON public.user_lesson_completions USING btree (id)
public	user_lesson_completions	user_lesson_completions_user_id_lesson_id_key	CREATE UNIQUE INDEX user_lesson_completions_user_id_lesson_id_key ON public.user_lesson_completions USING btree (user_id, lesson_id)
public	user_lesson_progress	idx_user_lesson_progress_lesson	CREATE INDEX idx_user_lesson_progress_lesson ON public.user_lesson_progress USING btree (lesson_id)
public	user_lesson_progress	idx_user_lesson_progress_user	CREATE INDEX idx_user_lesson_progress_user ON public.user_lesson_progress USING btree (user_id)
public	user_lesson_progress	user_lesson_progress_pkey	CREATE UNIQUE INDEX user_lesson_progress_pkey ON public.user_lesson_progress USING btree (id)
public	user_lesson_progress	user_lesson_progress_user_id_lesson_id_key	CREATE UNIQUE INDEX user_lesson_progress_user_id_lesson_id_key ON public.user_lesson_progress USING btree (user_id, lesson_id)
public	user_roles	idx_user_roles_user	CREATE INDEX idx_user_roles_user ON public.user_roles USING btree (user_id)
public	user_roles	unique_user_role	CREATE UNIQUE INDEX unique_user_role ON public.user_roles USING btree (user_id, role)
public	user_roles	user_roles_pkey	CREATE UNIQUE INDEX user_roles_pkey ON public.user_roles USING btree (id)
public	user_roles	user_roles_user_id_role_key	CREATE UNIQUE INDEX user_roles_user_id_role_key ON public.user_roles USING btree (user_id, role)
